0,14,5,191,10,256,1037,175,0,101,0,13,0,43,5,0,0,0,1473884,67,0,2160,0,0,0,1315,8682,95,0,85,118,0,0,0,0,0,57,229,83,410,51,0,0,0,21825,7125,0,79,0,96,50,0,
0,22,1478,1088,1369,76,3587,1370,37,14174,261,693,37,1901,159,207,48,138,89,3439906,140,276,129,7860,7,335,0,194,18,122,345,1488,72,461,25651,99,1253,222,224,98,196,1697,209,222,36,13,12,9,15,22,0,0,
0,0,17,70,380,77,4277,2455,0,485,17,73,0,844,43,14024,5,17214,6,204,2266998,82,0,400,0,10,0,163,0,20,136,19,0,45,5,26,29153,105,76,5,66,0,0,0,0,0,0,0,5,0,0,0,
0,6,41,1075,180,625,4769,715,0,513,39,128,60,264,86,40,0,146,2603,18,35,5236562,27,32,15,8224,28,441,5,410,284,140,0,12,38,462,89,688,509,23428,1386,0,0,0,21,7168,0,21,34,900,119,0,
0,5,44,37,2956,0,15,11,18,10,0,44,0,57,623,0,380,0,0,0,0,0,177350,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,581,5,0,0,1050,0,0,0,0,0,
0,5,409,198,818,76,2910,1535,0,490,48,197,0,35100,32,1075,0,5192,5,14150,3075,146,0,2182646,0,0,0,84,0,0,298,6270,0,283,176,74,5830,37,30,12,15,0,0,40,20,0,0,0,0,0,0,0,
0,382,91,56,302,0,240,23,0,17,158,67,6,55,3065,0,151,0,0,0,0,0,39,0,279309,0,0,0,5,0,0,0,0,0,17,0,0,0,0,10,0,0,0,16,0,0,6,0,953,0,0,0,
0,0,147,584,134,508,4315,1153,0,330,52,109,6,154,63,5,0,67,793,0,0,11861,0,16,0,3846448,0,490,0,17317,355,0,3342,38,5,216,39,35,469,10521,4143,0,29,11,25,12,0,0,0,11,15973,0,
0,0,0,32,0,0,327,18,0,23,0,0,5,0,0,0,0,0,22101,6,0,297,0,0,0,65,234791,12,0,15,69,0,0,0,0,0,0,29,5,13,5,0,0,0,64,1772,0,48,0,0,0,0,
8,8,116,214,131,6192,2756,3006,0,374,17,52,0,289,16,0,0,57,116,12,5,375,0,0,0,440,0,3481192,0,8892,6746,247,2704,0,0,409,10471,526,103,106,74,0,0,0,0,0,0,6,0,5,26,0,
0,0,999,239,363,36,4489,1268,41,17636,28222,325,30,302,16,350,0,10,115,118,20,275,0,11,0,37,0,56,1834565,32,111,156,5,182,5,68,187,59,2721,80,42,3650,31,13,0,15,0,0,0,0,0,0,
0,5,30,113,29,21150,1509,356,0,121,5,82,0,63,20,5,0,32,367,17,5,1340,0,0,0,6395,15,19680,0,1983263,171,16,1326,5,0,10,95,34,81,344,118,7,0,0,5,0,0,0,0,0,12465,0,
0,5,375,346,187,981,4635,7219,0,576,26,174,0,990,67,390,0,56,593,69,0,1904,0,0,35,441,47,17293,9,337,6208730,436,19,5,0,36956,1993,23,148,488,10,40,6,20,9,0,0,0,0,0,15,0,
0,5,826,441,1337,116,1353,526,10,335,188,326,0,33152,73,163,36,236,0,5261,36,61,0,25117,6,11,0,184,11,12,173,2765169,0,10,3111,10,209,0,91,5,33,24,12,425,0,0,0,0,5,0,0,0,
0,0,0,0,17,57,139,121,0,16,0,6,0,0,0,0,0,24,0,0,0,488,0,0,0,2741,0,16158,5,10233,139,56,617131,5,0,125,90,4012,7,0,17091,0,0,20,0,0,0,0,0,0,0,0,
0,54,636,658,375,87,9599,2319,55,20786,240,523,0,698,71,429,0,55,68,311,5,437,0,9,0,163,0,336,180,253,445,10,7,3140429,5,66,1410,15656,5686,143,12075,10,10,0,0,5,15,0,0,0,0,0,
0,13,1249,888,1529,32,1856,1434,99,2221,189,389,7,2268,67,89,15,108,298,59880,41,272,0,88,0,298,0,152,11,86,364,2991,0,102,1605337,5,279,102,220,22,316,91,1125,31,178,0,0,5,0,0,67,0,
0,10,133,105,158,70,2271,21769,57,214,13,47,0,488,44,46,0,39,40,0,199,419,0,0,0,172,0,378,5,70,68304,0,5,0,8,3097132,372,38,59,170,37,8,0,0,0,0,0,0,5,0,0,0,
0,23,546,667,788,392,11547,10238,177,874,164,422,0,1293,136,16369,11,440,34,167,12698,723,6,1044,75,103,0,6540,0,117,1765,249,17,117,0,428,4255500,14208,698,202,342,5,0,32,0,0,0,0,0,0,9,0,
0,0,62,40,280,91,2284,1703,5,775,37,71,0,220,12,194,0,40,0,125,10,99,0,5,0,195,0,720,0,142,206,0,1984,12993,0,238,13193,2121775,2539,80,12094,5,0,41,0,0,0,0,0,0,0,0,
0,35,295,361,852,144,13827,2393,136,5991,693,367,11,325,54,551,0,106,44,162,40,601,0,6,0,465,0,196,3297,153,323,0,0,15012,15,237,336,1396,3424817,87,21090,5,10,0,0,0,0,0,0,0,0,0,
0,0,47,184,23,181,4506,220,0,108,0,44,28,254,27,0,0,0,576,0,0,19523,5,6,0,20184,33,208,13,584,45,333,0,20,0,129,85,139,37,3356655,129,0,0,0,6,84,0,0,0,108,2350,0,
0,66,729,429,426,405,13671,3889,5,2087,118,586,0,754,66,93,0,64,304,185,23,1429,0,35,0,8286,5,558,15,834,977,41,25311,10743,118,965,1384,30041,13478,307,4740322,72,5,18,45,16,0,6,0,0,6,0,
0,15,1749,182,568,171,2921,1062,80,7629,5351,323,0,865,27,91,0,6,5,2741,30,107,6,12,0,80,0,211,1694,23,230,210,5,49,216,86,216,38,279,33,30,1516021,10286,0,0,0,3095,0,0,0,0,0,
0,6,987,98,1326,33,484,533,78,1067,293,333,0,693,11,0,16,15,0,700,67,77,560,0,0,17,0,79,6,25,86,30,0,5,684,0,40,0,83,53,5,10027,983627,0,0,8,1592,0,0,0,0,0,
0,5,705,215,1295,0,40,35,0,22,5,1745,0,17804,22,0,23,15,0,5,0,5,0,0,5,0,0,5,0,21,22,18,0,6,0,5,0,9,0,0,5,0,0,573587,0,0,0,0,0,0,0,0,
0,0,27,58,17,15,1000,76,0,8,0,0,0,11,5,0,0,0,12647,0,0,100,0,0,0,146,29,37,0,240,89,0,0,0,0,10,82,18,23,53,5,0,0,0,338516,92,0,319,0,1203,27,0,
0,0,0,53,0,58,946,96,0,53,0,10,0,10,0,0,0,5,3949,0,0,9938,0,15,0,139,2107,21,0,32,70,0,0,0,0,11,0,223,114,447,56,0,0,0,84,901102,0,20,0,131,0,0,
0,0,168,41,395,0,227,136,0,290,2229,73,0,118,25,0,0,5,0,85,0,7,81,0,40,0,0,0,0,0,5,10,0,0,32,0,0,0,0,0,0,7771,890,0,0,0,371514,0,484,0,0,0,
0,0,0,0,0,0,199,10,0,0,5,0,0,0,11,0,0,0,756,0,0,31,0,0,0,52,0,24,0,24,27,0,0,0,0,5,0,18,12,16,0,0,0,0,7407,0,0,249856,0,0,0,0,
0,13,607,46,440,0,319,108,92,311,11048,283,8,175,15,0,0,5,6,0,0,11,0,0,901,0,0,16,0,0,5,0,0,0,0,0,6,0,10,0,0,108,934,15,0,0,737,0,383857,0,0,0,
0,0,0,0,10,0,127,27,0,23,0,0,0,0,0,0,0,7,360,0,0,589,0,0,0,34,0,33,0,6,13,0,0,0,0,10,0,18,12,61,0,0,0,0,6084,46,0,17,0,98689,0,0,
0,19,5,7,13,36,300,37,0,16,0,7,0,26,0,0,16,0,22,0,0,24,0,0,0,5097,0,35,0,11208,11,0,0,0,0,29,0,7,0,211,0,0,0,15,36,0,0,7,0,0,334485,0,
0,0,0,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58250,
